"Earthquake_id","Earthquake_Date","MMI","Clinic","Week_Of","Patients","Visits","CD4","ViralLoad","ART"
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-10-21,1555,222,79,102,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-10-28,1646,241,85,81,8
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-11-04,1635,231,83,82,13
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-11-11,1639,269,89,80,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-11-18,1627,261,83,63,12
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-11-25,1636,222,93,104,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-12-02,1545,232,82,78,11
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-12-09,1600,210,73,79,10
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-12-16,1589,217,65,86,6
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-12-23,1590,217,70,91,6
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",1999-12-30,1616,212,84,69,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-01-06,1566,207,75,63,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-01-13,1612,203,75,80,8
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-01-20,1550,158,82,88,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-01-27,1624,208,78,85,9
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-02-03,1565,214,78,77,6
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-02-10,1549,196,71,55,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-02-17,1579,188,82,70,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-02-24,1599,202,81,65,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-03-02,1653,200,71,71,12
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-03-09,1581,179,67,61,1
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-03-16,1648,192,66,72,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-03-23,1601,166,61,60,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-03-30,1580,203,58,68,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-04-06,1599,148,67,64,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-04-13,1587,138,47,55,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-04-20,1620,149,48,62,7
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-04-27,1580,161,72,46,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-05-04,1626,160,54,60,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-05-11,1592,162,64,55,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-05-18,1576,144,63,60,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-05-25,1594,167,56,51,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-06-01,1618,160,55,75,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-06-08,1549,166,54,71,6
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-06-15,1541,162,57,54,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-06-22,1554,173,69,60,6
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-06-29,1575,146,59,51,5
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-07-06,1581,188,64,57,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-07-13,1562,171,48,59,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-07-20,1620,183,52,54,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-07-27,1640,173,57,46,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-08-03,1566,151,55,52,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-08-10,1566,177,59,43,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-08-17,1629,185,49,59,3
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-08-24,1679,188,58,69,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-08-31,1596,197,53,54,4
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-09-07,1582,192,62,66,2
"M 5.4 - 9 km W of San Bartolo, Peru",2000-03-30,5.2,"Lima, Peru",2000-09-14,1644,210,57,56,6
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-05-04,969,171,42,39,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-05-11,969,158,63,56,9
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-05-18,983,175,61,63,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-05-25,960,139,53,57,6
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-06-01,1037,153,73,60,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-06-08,1041,143,61,58,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-06-15,993,160,59,60,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-06-22,975,139,46,59,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-06-29,998,155,55,61,1
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-07-06,990,151,68,45,8
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-07-13,972,151,42,61,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-07-20,982,150,57,54,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-07-27,1082,163,55,61,8
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-08-03,977,144,51,53,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-08-10,979,142,52,50,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-08-17,1006,144,49,62,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-08-24,988,122,52,59,4
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-08-31,1023,158,51,47,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-09-07,1046,156,42,59,6
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-09-14,951,140,52,46,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-09-21,990,138,49,49,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-09-28,1043,144,59,46,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-10-05,989,126,40,49,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-10-12,1017,141,44,53,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-10-19,1014,113,55,37,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-10-26,975,86,38,45,1
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-11-02,1020,91,38,29,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-11-09,1009,112,42,36,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-11-16,1005,118,38,51,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-11-23,952,110,36,25,1
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-11-30,1025,119,50,35,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-12-07,933,121,38,38,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-12-14,1019,101,34,34,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-12-21,988,117,31,38,6
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2003-12-28,1026,113,41,43,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-01-04,958,122,29,30,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-01-11,969,125,44,33,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-01-18,1064,126,50,37,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-01-25,1011,92,41,24,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-02-01,1069,111,41,41,1
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-02-08,995,119,42,42,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-02-15,989,96,38,40,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-02-22,970,102,50,38,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-02-29,1009,117,37,38,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-03-07,1074,121,45,44,2
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-03-14,1038,129,46,38,3
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-03-21,1033,161,39,44,5
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-03-28,1014,117,46,34,1
"M 5.6 - 1 km SSE of Tigwav, Haiti",2003-10-19,4,"Port-au-Prince, Haiti",2004-04-04,966,131,41,30,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-03-31,1072,185,77,66,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-04-07,1075,172,68,76,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-04-14,1010,142,62,58,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-04-21,1066,155,69,73,7
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-04-28,1021,179,63,68,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-05-05,949,158,54,66,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-05-12,1004,150,59,54,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-05-19,1041,166,56,48,3
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-05-26,1063,158,61,54,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-06-02,996,144,65,68,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-06-09,954,151,51,40,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-06-16,996,150,63,48,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-06-23,1047,159,72,65,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-06-30,955,157,51,44,6
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-07-07,962,144,54,39,6
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-07-14,1018,147,52,47,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-07-21,988,109,44,48,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-07-28,1068,121,42,47,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-08-04,1014,120,52,42,10
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-08-11,1036,139,48,54,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-08-18,1010,143,54,55,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-08-25,958,126,41,41,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-09-01,971,123,58,37,0
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-09-08,999,123,57,39,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-09-15,932,105,50,49,3
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-09-22,981,109,44,37,3
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-09-29,1062,112,33,44,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-10-06,990,99,36,41,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-10-13,972,120,38,29,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-10-20,1000,110,46,32,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-10-27,974,110,33,32,3
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-11-03,987,102,42,40,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-11-10,1032,107,49,30,0
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-11-17,981,104,44,27,5
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-11-24,1004,105,45,37,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-12-01,1038,138,37,42,6
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-12-08,1002,105,36,30,0
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-12-15,1018,117,29,26,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-12-22,1008,122,43,34,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2020-12-29,989,117,33,42,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-01-05,1004,118,47,38,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-01-12,1033,121,36,45,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-01-19,933,112,37,43,1
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-01-26,966,108,41,35,3
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-02-02,1016,129,46,35,4
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-02-09,963,114,35,43,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-02-16,1008,134,43,40,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-02-23,971,106,36,35,2
"M 5.6 - 5 km SE of Tigwav, Haiti",2020-09-15,4,"Port-au-Prince, Haiti",2021-03-02,970,112,32,39,2
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-10-20,1611,241,92,89,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-10-27,1609,241,80,97,9
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-11-03,1694,245,100,68,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-11-10,1568,217,94,85,6
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-11-17,1573,233,83,76,16
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-11-24,1592,229,83,77,12
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-12-01,1565,223,89,93,8
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-12-08,1549,200,74,73,8
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-12-15,1623,245,87,73,9
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-12-22,1618,225,80,80,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2000-12-29,1669,254,79,99,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-01-05,1541,195,84,65,12
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-01-12,1598,214,90,74,10
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-01-19,1640,225,78,71,6
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-01-26,1573,214,75,88,13
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-02-02,1627,215,77,82,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-02-09,1523,173,91,57,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-02-16,1592,219,55,61,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-02-23,1606,189,70,72,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-03-02,1570,187,75,76,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-03-09,1590,165,84,83,10
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-03-16,1623,209,81,70,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-03-23,1610,181,66,73,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-03-30,1576,188,78,66,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-04-06,1616,164,74,76,2
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-04-13,1560,137,61,50,3
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-04-20,1636,147,73,53,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-04-27,1579,147,58,61,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-05-04,1605,168,59,53,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-05-11,1616,178,51,47,3
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-05-18,1576,148,65,47,3
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-05-25,1570,153,53,52,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-06-01,1678,161,67,50,0
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-06-08,1499,144,62,48,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-06-15,1612,149,44,59,3
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-06-22,1571,171,56,55,6
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-06-29,1570,182,54,47,6
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-07-06,1519,155,46,49,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-07-13,1626,212,56,49,1
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-07-20,1675,181,59,47,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-07-27,1597,167,48,61,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-08-03,1579,154,72,60,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-08-10,1596,162,54,55,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-08-17,1655,202,63,56,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-08-24,1532,180,53,70,4
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-08-31,1639,191,54,57,5
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-09-07,1610,190,45,63,7
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-09-14,1586,172,67,49,2
"M 5.6 - 6 km NW of Cocachacra, Peru",2001-04-06,4.6,"Lima, Peru",2001-09-21,1629,186,63,54,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-10-04,979,161,40,55,6
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-10-11,1032,173,61,54,6
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-10-18,1010,155,63,63,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-10-25,998,151,58,52,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-11-01,970,152,51,64,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-11-08,975,143,67,59,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-11-15,964,155,48,52,7
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-11-22,1006,154,67,60,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-11-29,1017,130,60,55,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-12-06,1077,177,74,62,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-12-13,993,158,55,49,8
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-12-20,997,172,54,52,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2012-12-27,949,123,59,56,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-01-03,1026,153,60,54,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-01-10,949,120,51,64,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-01-17,985,126,54,50,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-01-24,991,154,52,61,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-01-31,985,146,51,44,1
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-02-07,971,141,42,51,5
